Epoch 1, Sample 1: Prediction = [0.4163056101455895, 0.4159569775190413, 0.5451266224864296], Target = [1.0, 0.0, 0.0]
Epoch 1, Sample 85: Prediction = [0.31797473230581624, 0.63378363575387, 0.12630924658098497], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 86: Prediction = [0.3098433242362682, 0.6480414839270366, 0.12622431700515133], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 87: Prediction = [0.30172463190864174, 0.6658452332090454, 0.1246015109124723], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 88: Prediction = [0.2973141654306438, 0.6746558421384845, 0.12494711107004912], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 89: Prediction = [0.2914554945193013, 0.6757392978798706, 0.12599650902655746], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 90: Prediction = [0.2867431522682447, 0.6841108694833313, 0.12559475266022496], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 91: Prediction = [0.27812824769801753, 0.6935224123959617, 0.12222946837831526], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 92: Prediction = [0.27081397188983025, 0.7040609715159836, 0.12075400884701938], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 93: Prediction = [0.2686288268706364, 0.7099001924606997, 0.12334242903062996], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 94: Prediction = [0.26887583699901874, 0.7096729109264786, 0.12746924968913845], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 95: Prediction = [0.2573866202722618, 0.7210704590379972, 0.12033886299420393], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 96: Prediction = [0.25175871571603187, 0.7283547499004054, 0.11975598641088811], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 97: Prediction = [0.24749265549165256, 0.7336906916983061, 0.11892972133877575], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 98: Prediction = [0.24186952452502247, 0.7433563514247763, 0.11774465598779571], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 99: Prediction = [0.2474562107061422, 0.7374028453607022, 0.12601016478120966], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 100: Prediction = [0.23503617611946598, 0.749746144431111, 0.11713575435595584], Target = [0.0, 1.0, 0.0]
Epoch 1, Sample 101: Prediction = [0.22635045887300892, 0.7304835377908995, 0.11317118290190147], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 102: Prediction = [0.2255431420536425, 0.7159871775880501, 0.12148030660817156], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 103: Prediction = [0.21831192524886298, 0.7082952781427123, 0.12436208359184299], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 104: Prediction = [0.21674783586317395, 0.6862578040968337, 0.1305872726427217], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 105: Prediction = [0.21398948653084243, 0.6653760563472212, 0.1354639862631914], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 106: Prediction = [0.20774375743350654, 0.6562230046608247, 0.1401139082734918], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 107: Prediction = [0.2155244263918507, 0.619632613342275, 0.1539064029129377], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 108: Prediction = [0.20300609362433786, 0.6189582376426497, 0.15483721498759132], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 109: Prediction = [0.202705828896382, 0.5964455728965453, 0.16362168452132295], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 110: Prediction = [0.20068664876657635, 0.5704858033081002, 0.16985825156243198], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 111: Prediction = [0.2012895165856513, 0.5549642964752818, 0.18367478287352224], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 112: Prediction = [0.1983969950825723, 0.5384194820205145, 0.19132743941322633], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 113: Prediction = [0.19554475895745016, 0.5212790091750986, 0.20035292311046313], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 114: Prediction = [0.1970941315358626, 0.4998128907635989, 0.21117209662881503], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 115: Prediction = [0.1956780869012198, 0.48080339156714463, 0.22027039021552616], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 116: Prediction = [0.19156546371568423, 0.47036256563332024, 0.23222213532324143], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 117: Prediction = [0.18738494532155175, 0.46119823322920545, 0.24471176424994265], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 118: Prediction = [0.18226257219063638, 0.4458408038439151, 0.2526790439180246], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 119: Prediction = [0.1795834205765615, 0.43379874245931577, 0.2651696851847025], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 120: Prediction = [0.1837368771717878, 0.4244680654055168, 0.28861546249611575], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 121: Prediction = [0.1804238061081961, 0.4079514488774429, 0.2981803800576827], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 122: Prediction = [0.18291847284269447, 0.3951967325156469, 0.31456620625364384], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 123: Prediction = [0.1721907625918833, 0.3908437130877765, 0.3282428336060969], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 124: Prediction = [0.17764980418917467, 0.38177833304658504, 0.351631964763463], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 125: Prediction = [0.17340172339899373, 0.36836319338408996, 0.3617315529931214], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 126: Prediction = [0.16926979743430678, 0.36376523872651517, 0.38182914919152], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 127: Prediction = [0.17333265246155516, 0.3555022727624422, 0.40218483367225855], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 128: Prediction = [0.17144182885203366, 0.34639451288583195, 0.41707418869623547], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 129: Prediction = [0.1673581708509876, 0.33527419851378953, 0.42877713286355995], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 130: Prediction = [0.1626976024906793, 0.3349981138309205, 0.45418090768753544], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 131: Prediction = [0.16055497006284986, 0.32574540961494314, 0.46917948575488916], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 132: Prediction = [0.15853110620476504, 0.3199877711067433, 0.48633126750024647], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 133: Prediction = [0.16132087782120158, 0.30767826889830074, 0.49533071587266403], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 134: Prediction = [0.1598725226755606, 0.30734717469229617, 0.5190139030956612], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 135: Prediction = [0.15644123872234322, 0.2979674630996852, 0.530293615628594], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 136: Prediction = [0.15347383293059508, 0.29425700676021377, 0.5489454651166172], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 137: Prediction = [0.1562633380646309, 0.2835013666861466, 0.551620824626314], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 138: Prediction = [0.15313760221649322, 0.2821470045327965, 0.5726872119161905], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 139: Prediction = [0.15517934999268057, 0.27866982922752465, 0.5858671460916557], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 140: Prediction = [0.1506467487088142, 0.27381157040812887, 0.6008837431909628], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 141: Prediction = [0.14953938818998266, 0.26583642794796786, 0.6076250802219922], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 142: Prediction = [0.14958244888844593, 0.2651318717928354, 0.6241027675935058], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 143: Prediction = [0.14877247789972722, 0.25657054617444375, 0.6282629319649858], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 144: Prediction = [0.14398588404228047, 0.2518975453953328, 0.6408485506129319], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 145: Prediction = [0.14402452978835492, 0.24774731024640367, 0.6490191308223304], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 146: Prediction = [0.14404447576755866, 0.24641513017852784, 0.6625622622677934], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 147: Prediction = [0.14319000526298561, 0.24219122470307042, 0.6722762372189737], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 148: Prediction = [0.14107708069656594, 0.23841159434165182, 0.680015864981275], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 149: Prediction = [0.14041129675542513, 0.2322616914851565, 0.681584475880963], Target = [0.0, 0.0, 1.0]
Epoch 1, Sample 150: Prediction = [0.1394875991460522, 0.22993391689820858, 0.6922056361530257], Target = [0.0, 0.0, 1.0]
Epoch 1 Results: MAD = 1.0940
Epoch 2, Sample 1: Prediction = [0.16914005429190287, 0.24778621825445915, 0.6904007694176478], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 2: Prediction = [0.17887584119892577, 0.242257060531572, 0.6743293205612696], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 3: Prediction = [0.18887416843449686, 0.23894866962395617, 0.6576610456210505], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 4: Prediction = [0.19574783769281792, 0.23378411821792788, 0.6409745427723617], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 5: Prediction = [0.2049973399350059, 0.23204761939771834, 0.6286652333342347], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 6: Prediction = [0.2113722444843477, 0.22781595629917803, 0.613241398791602], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 7: Prediction = [0.22791078393702346, 0.2239155064541158, 0.5935794782886493], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 8: Prediction = [0.23666056511746364, 0.22056731335860053, 0.5815333359541975], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 9: Prediction = [0.2519958196500636, 0.21670930449850592, 0.5626357719347527], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 10: Prediction = [0.261357405110592, 0.21368629110695891, 0.5512673879081373], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 11: Prediction = [0.2739294592241981, 0.21196228943275702, 0.53851339931197], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 12: Prediction = [0.2864589824722279, 0.20743203530208457, 0.5194929002132924], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 13: Prediction = [0.304825375475305, 0.2051056853485354, 0.5076411199195332], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 14: Prediction = [0.3246006719471491, 0.2042454396506251, 0.492948111350701], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 15: Prediction = [0.3390434144199742, 0.20250637548280115, 0.48670823701459925], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 16: Prediction = [0.34943889623121877, 0.19908125726981424, 0.46987510157231605], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 17: Prediction = [0.371201321301235, 0.19612755218943675, 0.45792584682591314], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 18: Prediction = [0.3850129184456391, 0.19231220604441754, 0.4444508375065267], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 19: Prediction = [0.39732523498187156, 0.18869061841728385, 0.43335076760336916], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 20: Prediction = [0.4153997450512115, 0.18737820295293506, 0.4210931334944921], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 21: Prediction = [0.43053788486630984, 0.18293997670712106, 0.41063817389226137], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 22: Prediction = [0.4500804316616868, 0.18242225642010285, 0.4004935493488422], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 23: Prediction = [0.4726484811396657, 0.1833515170546517, 0.39381237867104174], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 24: Prediction = [0.47980049489096993, 0.17608005921951486, 0.3800599202560402], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 25: Prediction = [0.4860120298443328, 0.1732833529286068, 0.36870941216571], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 26: Prediction = [0.5114107219649767, 0.17208257432693586, 0.3635337451705399], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 27: Prediction = [0.5262101141450857, 0.17067783589677174, 0.35528139521334606], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 28: Prediction = [0.5433274336203038, 0.16915725646489457, 0.34900581495822885], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 29: Prediction = [0.5598387169820336, 0.16757991115573304, 0.3421921079825083], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 30: Prediction = [0.5637908869792512, 0.16484766428852807, 0.33161625371037046], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 31: Prediction = [0.5781552138570851, 0.16271667129699818, 0.3248130124315452], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 32: Prediction = [0.5999131096573257, 0.1611053197841027, 0.3205064459747693], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 33: Prediction = [0.60523966857527, 0.16066685943274148, 0.3139648505686001], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 34: Prediction = [0.6226220728756906, 0.15922892200443245, 0.3092926001751508], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 35: Prediction = [0.6267182232888624, 0.15599552013148316, 0.29992520801853034], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 36: Prediction = [0.6438049870999698, 0.15632976544119295, 0.29736660009738386], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 37: Prediction = [0.6568708720624717, 0.15356641668238755, 0.29143405012304074], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 38: Prediction = [0.6552521921787215, 0.15114081142771862, 0.28266185459952775], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 39: Prediction = [0.6611564163901046, 0.15201798327610921, 0.2792010644492886], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 40: Prediction = [0.67474515957678, 0.14813040885440232, 0.2729532533069762], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 41: Prediction = [0.684772677338133, 0.14833549149204553, 0.27026449354663956], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 42: Prediction = [0.6872731695856232, 0.14752153893013187, 0.2645301951929475], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 43: Prediction = [0.6911579936141774, 0.1464432136918317, 0.2603144670357687], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 44: Prediction = [0.7023485734666962, 0.14236765779720448, 0.2541566052190978], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 45: Prediction = [0.7044058789535222, 0.13917665216505792, 0.2470303451459019], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 46: Prediction = [0.7159122728770393, 0.14086671199128556, 0.24667300129072145], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 47: Prediction = [0.721120520068782, 0.13830379523349537, 0.24140422703911313], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 48: Prediction = [0.7242496908991138, 0.13882491637296768, 0.23886053631717274], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 49: Prediction = [0.7367401353202764, 0.13596065059818835, 0.2345196591393604], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 50: Prediction = [0.7401428752599102, 0.13561233190021607, 0.23137029515127452], Target = [1.0, 0.0, 0.0]
Epoch 2, Sample 51: Prediction = [0.7037975729931769, 0.12322559446525067, 0.2048000916557196], Target = [0.0, 1.0, 0.0]
Epoch 2, Sample 52: Prediction = [0.67710731546539, 0.13116324527473996, 0.20407672481830397], Target = [0.0, 1.0, 0.0]
Epoch 2, Sample 53: Prediction = [0.6557023750510124, 0.1365065298194844, 0.19999975808911014], Target = [0.0, 1.0, 0.0]
Epoch 2, Sample 54: Prediction = [0.63432640738307, 0.14745565136134797, 0.20232587071807037], Target = [0.0, 1.0, 0.0]
Epoch 2, Sample 55: Prediction = [0.6128200502862, 0.15252020334666982, 0.19751370515227953], Target = [0.0, 1.0, 0.0]
Epoch 2, Sample 56: Prediction = [0.5827646737121167, 0.16207799898176226, 0.19669673993138678], Target = [0.0, 1.0, 0.0]
Epoch 2, Sample 57: Prediction = [0.5627400577778124, 0.1697927325474382, 0.19456322752820568], Target = [0.0, 1.0, 0.0]
Epoch 2, Sample 58: Prediction = [0.55870187268912, 0.18371997275074953, 0.19925867620994764], Target = [0.0, 1.0, 0.0]
